Title,Body,Link,Date,Type,Combined_Text,PText,PTitle
gap room run rising 67 year,,https://www.forbes.com/sites/greatspeculations/2023/11/30/does-gap-stock-have-more-room-to-run-after-rising-67-this-year/,"Thu, 30 Nov 2023 08:00:00 -0500",finance,gap room run rising 67 year ,"['gap', 'room', 'run', 'rising', '67', 'year']","['gap', 'room', 'run', 'rising', '67', 'year']"
9 last one month american international group headed,,https://www.forbes.com/sites/greatspeculations/2023/11/30/up-9-in-the-last-one-month-where-is-american-international-group-stock-headed/,"Thu, 30 Nov 2023 07:00:00 -0500",finance,9 last one month american international group headed ,"['9', 'last', 'one', 'month', 'american', 'international', 'group', 'headed']","['9', 'last', 'one', 'month', 'american', 'international', 'group', 'headed']"
kroger earnings distance recent lows,,https://www.forbes.com/sites/greatspeculations/2023/11/29/will-kroger-earnings-distance-the-stock-from-recent-lows/,"Wed, 29 Nov 2023 14:51:22 -0500",finance,kroger earnings distance recent lows ,"['kroger', 'earnings', 'distance', 'recent', 'lows']","['kroger', 'earnings', 'distance', 'recent', 'lows']"
nike crosses key moving average level,trading wednesday shares nike crossed 200 day moving average 11030 changing hands high 11215 per share,https://www.forbes.com/sites/dividendchannel/2023/11/29/nike-crosses-above-key-moving-average-level/,"Wed, 29 Nov 2023 11:07:32 -0500",finance,nike crosses key moving average level trading wednesday shares nike crossed 200 day moving average 11030 changing hands high 11215 per share,"['nike', 'crosses', 'key', 'moving', 'average', 'level', 'trading', 'wednesday', 'shares', 'nike', 'crossed', '200', 'day', 'moving', 'average', '11030', 'changing', 'hands', 'high', '11215', 'per', 'share']","['nike', 'crosses', 'key', 'moving', 'average', 'level']"
interest rates continue falling passing charlie munger,,https://www.forbes.com/sites/jjkinahan/2023/11/29/interest-rates-continue-falling-and-the-passing-of-charlie-munger/,"Wed, 29 Nov 2023 09:31:10 -0500",finance,interest rates continue falling passing charlie munger ,"['interest', 'rates', 'continue', 'falling', 'passing', 'charlie', 'munger']","['interest', 'rates', 'continue', 'falling', 'passing', 'charlie', 'munger']"
roche undervalued 33,,https://www.forbes.com/sites/greatspeculations/2023/11/29/is-roche-stock-undervalued-at-33/,"Wed, 29 Nov 2023 09:00:43 -0500",finance,roche undervalued 33 ,"['roche', 'undervalued', '33']","['roche', 'undervalued', '33']"
50 2021 think theres upside att,atts wireless subscriber growth clearly slowed compared last year due saturation wireless market easing tailwinds covid19 lockdowns,https://www.forbes.com/sites/greatspeculations/2023/11/29/down-50-from-2021-we-think-theres-upside-for-att-stock/,"Wed, 29 Nov 2023 08:00:19 -0500",finance,50 2021 think theres upside att atts wireless subscriber growth clearly slowed compared last year due saturation wireless market easing tailwinds covid19 lockdowns,"['50', '2021', 'think', 'theres', 'upside', 'att', 'atts', 'wireless', 'subscriber', 'growth', 'clearly', 'slowed', 'compared', 'last', 'year', 'due', 'saturation', 'wireless', 'market', 'easing', 'tailwinds', 'covid19', 'lockdowns']","['50', '2021', 'think', 'theres', 'upside', 'att']"
economists war inequality,,https://www.economist.com/finance-and-economics/2023/11/30/income-gaps-are-growing-inexorably-arent-they,"Thu, 30 Nov 2023 11:56:26 +0000",finance,economists war inequality ,"['economists', 'war', 'inequality']","['economists', 'war', 'inequality']"
shortsellers endangered bad news markets,,https://www.economist.com/finance-and-economics/2023/11/30/short-sellers-are-endangered-that-is-bad-news-for-markets,"Thu, 30 Nov 2023 11:53:10 +0000",finance,shortsellers endangered bad news markets ,"['shortsellers', 'endangered', 'bad', 'news', 'markets']","['shortsellers', 'endangered', 'bad', 'news', 'markets']"
get african oil ground without western lenders,,https://www.economist.com/finance-and-economics/2023/11/30/how-to-get-african-oil-out-of-the-ground-without-western-lenders,"Thu, 30 Nov 2023 11:51:21 +0000",finance,get african oil ground without western lenders ,"['get', 'african', 'oil', 'ground', 'without', 'western', 'lenders']","['get', 'african', 'oil', 'ground', 'without', 'western', 'lenders']"
china edges towards big bailout,,https://www.economist.com/finance-and-economics/2023/11/30/china-edges-towards-a-big-bail-out,"Thu, 30 Nov 2023 11:50:15 +0000",finance,china edges towards big bailout ,"['china', 'edges', 'towards', 'big', 'bailout']","['china', 'edges', 'towards', 'big', 'bailout']"
real wages risen america rebounding europe,,https://www.economist.com/finance-and-economics/2023/11/30/real-wages-have-risen-in-america-and-are-rebounding-in-europe,"Thu, 30 Nov 2023 11:50:07 +0000",finance,real wages risen america rebounding europe ,"['real', 'wages', 'risen', 'america', 'rebounding', 'europe']","['real', 'wages', 'risen', 'america', 'rebounding', 'europe']"
unruly opec causing problems russia saudi arabia,,https://www.economist.com/finance-and-economics/2023/11/29/an-unruly-opec-is-causing-problems-for-russia-and-saudi-arabia,"Wed, 29 Nov 2023 19:09:41 +0000",finance,unruly opec causing problems russia saudi arabia ,"['unruly', 'opec', 'causing', 'problems', 'russia', 'saudi', 'arabia']","['unruly', 'opec', 'causing', 'problems', 'russia', 'saudi', 'arabia']"
welcome golden age workers,,https://www.economist.com/finance-and-economics/2023/11/28/welcome-to-a-golden-age-for-workers,"Tue, 28 Nov 2023 21:48:02 +0000",finance,welcome golden age workers ,"['welcome', 'golden', 'age', 'workers']","['welcome', 'golden', 'age', 'workers']"
americas economy fare 2024 dont ask forecaster,,https://www.economist.com/finance-and-economics/2023/11/23/how-will-americas-economy-fare-in-2024-dont-ask-a-forecaster,"Thu, 23 Nov 2023 11:48:33 +0000",finance,americas economy fare 2024 dont ask forecaster ,"['americas', 'economy', 'fare', '2024', 'dont', 'ask', 'forecaster']","['americas', 'economy', 'fare', '2024', 'dont', 'ask', 'forecaster']"
obesity pay gap worse previously thought,,https://www.economist.com/finance-and-economics/2023/11/23/the-obesity-pay-gap-is-worse-than-previously-thought,"Thu, 23 Nov 2023 11:13:54 +0000",finance,obesity pay gap worse previously thought ,"['obesity', 'pay', 'gap', 'worse', 'previously', 'thought']","['obesity', 'pay', 'gap', 'worse', 'previously', 'thought']"
save chinas economy,,https://www.economist.com/finance-and-economics/2023/11/23/how-to-save-chinas-economy,"Thu, 23 Nov 2023 10:39:12 +0000",finance,save chinas economy ,"['save', 'chinas', 'economy']","['save', 'chinas', 'economy']"
investors going loco cocos,,https://www.economist.com/finance-and-economics/2023/11/23/investors-are-going-loco-for-cocos,"Thu, 23 Nov 2023 10:38:37 +0000",finance,investors going loco cocos ,"['investors', 'going', 'loco', 'cocos']","['investors', 'going', 'loco', 'cocos']"
rich world claims paid overdue climate debts,,https://www.economist.com/finance-and-economics/2023/11/23/the-rich-world-claims-it-has-paid-its-overdue-climate-debts,"Thu, 23 Nov 2023 10:33:59 +0000",finance,rich world claims paid overdue climate debts ,"['rich', 'world', 'claims', 'paid', 'overdue', 'climate', 'debts']","['rich', 'world', 'claims', 'paid', 'overdue', 'climate', 'debts']"
another crypto boss falls,,https://www.economist.com/finance-and-economics/2023/11/22/another-crypto-boss-falls,"Wed, 22 Nov 2023 21:04:45 +0000",finance,another crypto boss falls ,"['another', 'crypto', 'boss', 'falls']","['another', 'crypto', 'boss', 'falls']"
house prices risen,,https://www.economist.com/finance-and-economics/2023/11/21/why-house-prices-have-risen-once-again,"Tue, 21 Nov 2023 18:48:49 +0000",finance,house prices risen ,"['house', 'prices', 'risen']","['house', 'prices', 'risen']"
inside hamass sprawling financial empire,,https://www.economist.com/finance-and-economics/2023/11/20/inside-hamass-sprawling-financial-empire,"Mon, 20 Nov 2023 21:49:57 +0000",finance,inside hamass sprawling financial empire ,"['inside', 'hamass', 'sprawling', 'financial', 'empire']","['inside', 'hamass', 'sprawling', 'financial', 'empire']"
artificial intelligence mean pay,,https://www.economist.com/finance-and-economics/2023/11/16/what-will-artificial-intelligence-mean-for-your-pay,"Thu, 16 Nov 2023 11:12:09 +0000",finance,artificial intelligence mean pay ,"['artificial', 'intelligence', 'mean', 'pay']","['artificial', 'intelligence', 'mean', 'pay']"
ray dalio monster suggests new book fair,,https://www.economist.com/finance-and-economics/2023/11/16/ray-dalio-is-a-monster-suggests-a-new-book-is-it-fair,"Thu, 16 Nov 2023 10:52:38 +0000",finance,ray dalio monster suggests new book fair ,"['ray', 'dalio', 'monster', 'suggests', 'new', 'book', 'fair']","['ray', 'dalio', 'monster', 'suggests', 'new', 'book', 'fair']"
young invest,,https://www.economist.com/finance-and-economics/2023/11/16/how-the-young-should-invest,"Thu, 16 Nov 2023 10:39:09 +0000",finance,young invest ,"['young', 'invest']","['young', 'invest']"
joe bidens failures trade benefit china,,https://www.economist.com/finance-and-economics/2023/11/15/joe-bidens-failures-on-trade-benefit-china,"Wed, 15 Nov 2023 15:10:02 +0000",finance,joe bidens failures trade benefit china ,"['joe', 'bidens', 'failures', 'trade', 'benefit', 'china']","['joe', 'bidens', 'failures', 'trade', 'benefit', 'china']"
false promise green jobs,,https://www.economist.com/finance-and-economics/2023/11/14/the-false-promise-of-green-jobs,"Tue, 14 Nov 2023 18:58:02 +0000",finance,false promise green jobs ,"['false', 'promise', 'green', 'jobs']","['false', 'promise', 'green', 'jobs']"
america may soon recession according famous rule,,https://www.economist.com/finance-and-economics/2023/11/14/america-may-soon-be-in-recession-according-to-a-famous-rule,"Tue, 14 Nov 2023 18:55:12 +0000",finance,america may soon recession according famous rule ,"['america', 'may', 'soon', 'recession', 'according', 'famous', 'rule']","['america', 'may', 'soon', 'recession', 'according', 'famous', 'rule']"
inflationstrugglers learn inflationkillers,,https://www.economist.com/finance-and-economics/2023/11/12/what-can-inflation-strugglers-learn-from-inflation-killers,"Sun, 12 Nov 2023 17:54:07 +0000",finance,inflationstrugglers learn inflationkillers ,"['inflationstrugglers', 'learn', 'inflationkillers']","['inflationstrugglers', 'learn', 'inflationkillers']"
chinese yuan losing value yet gaining ground,,https://www.economist.com/finance-and-economics/2023/11/09/the-chinese-yuan-is-losing-value-yet-gaining-ground,"Thu, 09 Nov 2023 10:59:20 +0000",finance,chinese yuan losing value yet gaining ground ,"['chinese', 'yuan', 'losing', 'value', 'yet', 'gaining', 'ground']","['chinese', 'yuan', 'losing', 'value', 'yet', 'gaining', 'ground']"
praise americas car addiction,,https://www.economist.com/finance-and-economics/2023/11/09/in-praise-of-americas-car-addiction,"Thu, 09 Nov 2023 10:55:06 +0000",finance,praise americas car addiction ,"['praise', 'americas', 'car', 'addiction']","['praise', 'americas', 'car', 'addiction']"
american manufacturing becoming less efficient,,https://www.economist.com/finance-and-economics/2023/11/09/why-american-manufacturing-is-increasingly-inefficient,"Thu, 09 Nov 2023 10:52:16 +0000",finance,american manufacturing becoming less efficient ,"['american', 'manufacturing', 'becoming', 'less', 'efficient']","['american', 'manufacturing', 'becoming', 'less', 'efficient']"
americas bad auto loans could nasty consequences,,https://www.economist.com/finance-and-economics/2023/11/09/americas-bad-auto-loans-could-have-nasty-consequences,"Thu, 09 Nov 2023 10:49:13 +0000",finance,americas bad auto loans could nasty consequences ,"['americas', 'bad', 'auto', 'loans', 'could', 'nasty', 'consequences']","['americas', 'bad', 'auto', 'loans', 'could', 'nasty', 'consequences']"
americas economic might gives little sway middle east,,https://www.economist.com/finance-and-economics/2023/11/09/americas-economic-might-gives-it-little-sway-in-the-middle-east,"Thu, 09 Nov 2023 10:47:09 +0000",finance,americas economic might gives little sway middle east ,"['americas', 'economic', 'might', 'gives', 'little', 'sway', 'middle', 'east']","['americas', 'economic', 'might', 'gives', 'little', 'sway', 'middle', 'east']"
forget sp 500 pay attention sp 493,,https://www.economist.com/finance-and-economics/2023/11/08/forget-the-s-and-p-500-pay-attention-to-the-s-and-p-493,"Wed, 08 Nov 2023 20:15:21 +0000",finance,forget sp 500 pay attention sp 493 ,"['forget', 'sp', '500', 'pay', 'attention', 'sp', '493']","['forget', 'sp', '500', 'pay', 'attention', 'sp', '493']"
politicians brave enough daredevil economics,,https://www.economist.com/finance-and-economics/2023/11/08/are-politicians-brave-enough-for-daredevil-economics,"Wed, 08 Nov 2023 18:52:24 +0000",finance,politicians brave enough daredevil economics ,"['politicians', 'brave', 'enough', 'daredevil', 'economics']","['politicians', 'brave', 'enough', 'daredevil', 'economics']"
sam bankmanfrieds downfall complete,,https://www.economist.com/finance-and-economics/2023/11/03/sam-bankman-frieds-downfall-is-complete,"Fri, 03 Nov 2023 01:47:46 +0000",finance,sam bankmanfrieds downfall complete ,"['sam', 'bankmanfrieds', 'downfall', 'complete']","['sam', 'bankmanfrieds', 'downfall', 'complete']"
investors paying close attention worlds safest assets,,https://www.economist.com/finance-and-economics/2023/11/02/investors-are-paying-close-attention-to-the-worlds-safest-assets,"Thu, 02 Nov 2023 14:17:57 +0000",finance,investors paying close attention worlds safest assets ,"['investors', 'paying', 'close', 'attention', 'worlds', 'safest', 'assets']","['investors', 'paying', 'close', 'attention', 'worlds', 'safest', 'assets']"
middle easts economy caught crossfire,,https://www.economist.com/finance-and-economics/2023/11/02/the-middle-easts-economy-is-caught-in-the-crossfire,"Thu, 02 Nov 2023 11:11:21 +0000",finance,middle easts economy caught crossfire ,"['middle', 'easts', 'economy', 'caught', 'crossfire']","['middle', 'easts', 'economy', 'caught', 'crossfire']"
american banks offer customers better deal,,https://www.economist.com/finance-and-economics/2023/11/02/american-banks-now-offer-customers-a-better-deal,"Thu, 02 Nov 2023 11:08:45 +0000",finance,american banks offer customers better deal ,"['american', 'banks', 'offer', 'customers', 'better', 'deal']","['american', 'banks', 'offer', 'customers', 'better', 'deal']"
chinas economy mess arent firms going,,https://www.economist.com/finance-and-economics/2023/11/02/chinas-economy-is-a-mess-why-arent-firms-going-under,"Thu, 02 Nov 2023 11:07:48 +0000",finance,chinas economy mess arent firms going ,"['chinas', 'economy', 'mess', 'arent', 'firms', 'going']","['chinas', 'economy', 'mess', 'arent', 'firms', 'going']"
japan poses threat global financial system,,https://www.economist.com/finance-and-economics/2023/11/02/how-japan-poses-a-threat-to-the-global-financial-system,"Thu, 02 Nov 2023 11:07:01 +0000",finance,japan poses threat global financial system ,"['japan', 'poses', 'threat', 'global', 'financial', 'system']","['japan', 'poses', 'threat', 'global', 'financial', 'system']"
donald trumps second term would protectionist nightmare,,https://www.economist.com/finance-and-economics/2023/10/31/donald-trumps-second-term-would-be-a-protectionist-nightmare,"Tue, 31 Oct 2023 15:43:14 +0000",finance,donald trumps second term would protectionist nightmare ,"['donald', 'trumps', 'second', 'term', 'would', 'protectionist', 'nightmare']","['donald', 'trumps', 'second', 'term', 'would', 'protectionist', 'nightmare']"
third world war would mean investors,,https://www.economist.com/finance-and-economics/2023/10/30/what-a-third-world-war-would-mean-for-investors,"Mon, 30 Oct 2023 18:35:40 +0000",finance,third world war would mean investors ,"['third', 'world', 'war', 'would', 'mean', 'investors']","['third', 'world', 'war', 'would', 'mean', 'investors']"
israels war economy workingfor time,,https://www.economist.com/finance-and-economics/2023/10/26/israels-war-economy-is-working-for-the-time-being,"Thu, 26 Oct 2023 10:21:11 +0000",finance,israels war economy workingfor time ,"['israels', 'war', 'economy', 'workingfor', 'time']","['israels', 'war', 'economy', 'workingfor', 'time']"
investors returning hedge funds may unwise,,https://www.economist.com/finance-and-economics/2023/10/26/investors-are-returning-to-hedge-funds-that-may-be-unwise,"Thu, 26 Oct 2023 10:17:57 +0000",finance,investors returning hedge funds may unwise ,"['investors', 'returning', 'hedge', 'funds', 'may', 'unwise']","['investors', 'returning', 'hedge', 'funds', 'may', 'unwise']"
america eu demonstrate protectionisms ratchet effect,,https://www.economist.com/finance-and-economics/2023/10/26/america-and-the-eu-demonstrate-protectionisms-ratchet-effect,"Thu, 26 Oct 2023 10:15:08 +0000",finance,america eu demonstrate protectionisms ratchet effect ,"['america', 'eu', 'demonstrate', 'protectionisms', 'ratchet', 'effect']","['america', 'eu', 'demonstrate', 'protectionisms', 'ratchet', 'effect']"
healthcare costs stopped rising,,https://www.economist.com/finance-and-economics/2023/10/26/how-health-care-costs-stopped-rising,"Thu, 26 Oct 2023 10:13:05 +0000",finance,healthcare costs stopped rising ,"['healthcare', 'costs', 'stopped', 'rising']","['healthcare', 'costs', 'stopped', 'rising']"
america would struggle break irans oilsmuggling complex,,https://www.economist.com/finance-and-economics/2023/10/25/america-would-struggle-to-break-irans-oil-smuggling-complex,"Wed, 25 Oct 2023 20:04:13 +0000",finance,america would struggle break irans oilsmuggling complex ,"['america', 'would', 'struggle', 'break', 'irans', 'oilsmuggling', 'complex']","['america', 'would', 'struggle', 'break', 'irans', 'oilsmuggling', 'complex']"
xi jinping steps attempt rescue chinas economy,,https://www.economist.com/finance-and-economics/2023/10/25/xi-jinping-steps-up-his-attempt-to-rescue-chinas-economy,"Wed, 25 Oct 2023 17:37:39 +0000",finance,xi jinping steps attempt rescue chinas economy ,"['xi', 'jinping', 'steps', 'attempt', 'rescue', 'chinas', 'economy']","['xi', 'jinping', 'steps', 'attempt', 'rescue', 'chinas', 'economy']"
welcome age hermit consumer,,https://www.economist.com/finance-and-economics/2023/10/22/welcome-to-the-age-of-the-hermit-consumer,"Sun, 22 Oct 2023 15:48:38 +0000",finance,welcome age hermit consumer ,"['welcome', 'age', 'hermit', 'consumer']","['welcome', 'age', 'hermit', 'consumer']"
freemarket economics reshaped legal systems world,,https://www.economist.com/finance-and-economics/2023/10/19/how-free-market-economics-reshaped-legal-systems-the-world-over,"Thu, 19 Oct 2023 10:31:14 +0000",finance,freemarket economics reshaped legal systems world ,"['freemarket', 'economics', 'reshaped', 'legal', 'systems', 'world']","['freemarket', 'economics', 'reshaped', 'legal', 'systems', 'world']"
time retire dr copper,,https://www.economist.com/finance-and-economics/2023/10/19/why-it-is-time-to-retire-dr-copper,"Thu, 19 Oct 2023 10:25:02 +0000",finance,time retire dr copper ,"['time', 'retire', 'dr', 'copper']","['time', 'retire', 'dr', 'copper']"
binance come light side,,https://www.economist.com/finance-and-economics/2023/10/19/will-binance-come-over-to-the-light-side,"Thu, 19 Oct 2023 10:22:49 +0000",finance,binance come light side ,"['binance', 'come', 'light', 'side']","['binance', 'come', 'light', 'side']"
israel turns financial weapons well military ones,,https://www.economist.com/finance-and-economics/2023/10/19/israel-turns-to-financial-weapons-as-well-as-military-ones,"Thu, 19 Oct 2023 10:18:51 +0000",finance,israel turns financial weapons well military ones ,"['israel', 'turns', 'financial', 'weapons', 'well', 'military', 'ones']","['israel', 'turns', 'financial', 'weapons', 'well', 'military', 'ones']"
amazon google lock competition,,https://www.economist.com/finance-and-economics/2023/10/19/do-amazon-and-google-lock-out-competition,"Thu, 19 Oct 2023 09:37:24 +0000",finance,amazon google lock competition ,"['amazon', 'google', 'lock', 'competition']","['amazon', 'google', 'lock', 'competition']"
chinas economy may growing faster big problems remain,,https://www.economist.com/finance-and-economics/2023/10/18/chinas-economy-may-be-growing-faster-but-big-problems-remain,"Wed, 18 Oct 2023 18:21:59 +0000",finance,chinas economy may growing faster big problems remain ,"['chinas', 'economy', 'may', 'growing', 'faster', 'big', 'problems', 'remain']","['chinas', 'economy', 'may', 'growing', 'faster', 'big', 'problems', 'remain']"
chinas banks may loaded hidden bad loans,,https://www.economist.com/finance-and-economics/2023/10/15/chinas-banks-may-be-loaded-up-with-hidden-bad-loans,"Sun, 15 Oct 2023 16:36:13 +0000",finance,chinas banks may loaded hidden bad loans ,"['chinas', 'banks', 'may', 'loaded', 'hidden', 'bad', 'loans']","['chinas', 'banks', 'may', 'loaded', 'hidden', 'bad', 'loans']"
egypt persuaded accept gazan refugees,,https://www.economist.com/finance-and-economics/2023/10/14/can-egypt-be-persuaded-to-accept-gazan-refugees,"Sat, 14 Oct 2023 19:57:23 +0000",finance,egypt persuaded accept gazan refugees ,"['egypt', 'persuaded', 'accept', 'gazan', 'refugees']","['egypt', 'persuaded', 'accept', 'gazan', 'refugees']"
beat populists sensible policymakers must game,,https://www.economist.com/finance-and-economics/2023/10/12/to-beat-populists-sensible-policymakers-must-up-their-game,"Thu, 12 Oct 2023 09:47:54 +0000",finance,beat populists sensible policymakers must game ,"['beat', 'populists', 'sensible', 'policymakers', 'must', 'game']","['beat', 'populists', 'sensible', 'policymakers', 'must', 'game']"
investors treat analysis bond yields caution,,https://www.economist.com/finance-and-economics/2023/10/12/investors-should-treat-analysis-of-bond-yields-with-caution,"Thu, 12 Oct 2023 09:45:58 +0000",finance,investors treat analysis bond yields caution ,"['investors', 'treat', 'analysis', 'bond', 'yields', 'caution']","['investors', 'treat', 'analysis', 'bond', 'yields', 'caution']"
retail investors surprising new favourite treasury bills,,https://www.economist.com/finance-and-economics/2023/10/12/retail-investors-have-a-surprising-new-favourite-treasury-bills,"Thu, 12 Oct 2023 09:42:21 +0000",finance,retail investors surprising new favourite treasury bills ,"['retail', 'investors', 'surprising', 'new', 'favourite', 'treasury', 'bills']","['retail', 'investors', 'surprising', 'new', 'favourite', 'treasury', 'bills']"
corporate america faces trilliondollar debt reckoning,,https://www.economist.com/finance-and-economics/2023/10/12/corporate-america-faces-a-trillion-dollar-debt-reckoning,"Thu, 12 Oct 2023 09:40:29 +0000",finance,corporate america faces trilliondollar debt reckoning ,"['corporate', 'america', 'faces', 'trilliondollar', 'debt', 'reckoning']","['corporate', 'america', 'faces', 'trilliondollar', 'debt', 'reckoning']"
economists underestimated chinese consumption,,https://www.economist.com/finance-and-economics/2023/10/10/how-economists-have-underestimated-chinese-consumption,"Tue, 10 Oct 2023 16:01:24 +0000",finance,economists underestimated chinese consumption ,"['economists', 'underestimated', 'chinese', 'consumption']","['economists', 'underestimated', 'chinese', 'consumption']"
claudia goldin wins nobel prize economics,,https://www.economist.com/finance-and-economics/2023/10/09/claudia-goldin-wins-the-nobel-prize-in-economics,"Mon, 09 Oct 2023 20:45:24 +0000",finance,claudia goldin wins nobel prize economics ,"['claudia', 'goldin', 'wins', 'nobel', 'prize', 'economics']","['claudia', 'goldin', 'wins', 'nobel', 'prize', 'economics']"
jobs bonanza stirs fears american economy overheating,,https://www.economist.com/finance-and-economics/2023/10/06/a-jobs-bonanza-stirs-fears-the-american-economy-is-overheating,"Fri, 06 Oct 2023 18:01:09 +0000",finance,jobs bonanza stirs fears american economy overheating ,"['jobs', 'bonanza', 'stirs', 'fears', 'american', 'economy', 'overheating']","['jobs', 'bonanza', 'stirs', 'fears', 'american', 'economy', 'overheating']"
understand americas job market look beyond unemployed workers,,https://www.economist.com/finance-and-economics/2023/10/05/to-understand-americas-job-market-look-beyond-unemployed-workers,"Thu, 05 Oct 2023 10:28:07 +0000",finance,understand americas job market look beyond unemployed workers ,"['understand', 'americas', 'job', 'market', 'look', 'beyond', 'unemployed', 'workers']","['understand', 'americas', 'job', 'market', 'look', 'beyond', 'unemployed', 'workers']"
chinas greying population refusing save retirement,,https://www.economist.com/finance-and-economics/2023/10/05/chinas-greying-population-is-refusing-to-save-for-retirement,"Thu, 05 Oct 2023 10:18:11 +0000",finance,chinas greying population refusing save retirement ,"['chinas', 'greying', 'population', 'refusing', 'save', 'retirement']","['chinas', 'greying', 'population', 'refusing', 'save', 'retirement']"
india hopes make big financial indices,,https://www.economist.com/finance-and-economics/2023/10/05/why-india-hopes-to-make-it-into-more-big-financial-indices,"Thu, 05 Oct 2023 10:15:40 +0000",finance,india hopes make big financial indices ,"['india', 'hopes', 'make', 'big', 'financial', 'indices']","['india', 'hopes', 'make', 'big', 'financial', 'indices']"
investors escape china exposure,,https://www.economist.com/finance-and-economics/2023/10/05/why-investors-cannot-escape-china-exposure,"Thu, 05 Oct 2023 10:13:35 +0000",finance,investors escape china exposure ,"['investors', 'escape', 'china', 'exposure']","['investors', 'escape', 'china', 'exposure']"
surge global bond yields threatens trouble,,https://www.economist.com/finance-and-economics/2023/10/04/a-surge-in-global-bond-yields-threatens-trouble,"Wed, 04 Oct 2023 20:46:21 +0000",finance,surge global bond yields threatens trouble ,"['surge', 'global', 'bond', 'yields', 'threatens', 'trouble']","['surge', 'global', 'bond', 'yields', 'threatens', 'trouble']"
oil prices fall defying suggestions 100 barrel,,https://www.economist.com/finance-and-economics/2023/10/03/oil-prices-fall-defying-suggestions-of-a-100-barrel,"Tue, 03 Oct 2023 19:17:24 +0000",finance,oil prices fall defying suggestions 100 barrel ,"['oil', 'prices', 'fall', 'defying', 'suggestions', '100', 'barrel']","['oil', 'prices', 'fall', 'defying', 'suggestions', '100', 'barrel']"
carbon prices taking world,,https://www.economist.com/finance-and-economics/2023/10/01/how-carbon-prices-are-taking-over-the-world,"Sun, 01 Oct 2023 17:08:25 +0000",finance,carbon prices taking world ,"['carbon', 'prices', 'taking', 'world']","['carbon', 'prices', 'taking', 'world']"
investors enthusiasm japanese gone overboard,,https://www.economist.com/finance-and-economics/2023/09/28/investors-enthusiasm-for-japanese-stocks-has-gone-overboard,"Thu, 28 Sep 2023 10:12:51 +0000",finance,investors enthusiasm japanese gone overboard ,"['investors', 'enthusiasm', 'japanese', 'gone', 'overboard']","['investors', 'enthusiasm', 'japanese', 'gone', 'overboard']"
sri lanka shows broken debt negotiations become,,https://www.economist.com/finance-and-economics/2023/09/28/sri-lanka-shows-how-broken-debt-negotiations-have-become,"Thu, 28 Sep 2023 10:10:52 +0000",finance,sri lanka shows broken debt negotiations become ,"['sri', 'lanka', 'shows', 'broken', 'debt', 'negotiations', 'become']","['sri', 'lanka', 'shows', 'broken', 'debt', 'negotiations', 'become']"
americas federal reserve could soon flying blind,,https://www.economist.com/finance-and-economics/2023/09/28/americas-federal-reserve-could-soon-be-flying-blind,"Thu, 28 Sep 2023 10:09:48 +0000",finance,americas federal reserve could soon flying blind ,"['americas', 'federal', 'reserve', 'could', 'soon', 'flying', 'blind']","['americas', 'federal', 'reserve', 'could', 'soon', 'flying', 'blind']"
costs russias war hit home,,https://www.economist.com/finance-and-economics/2023/09/28/the-costs-of-russias-war-are-about-to-hit-home,"Thu, 28 Sep 2023 10:09:14 +0000",finance,costs russias war hit home ,"['costs', 'russias', 'war', 'hit', 'home']","['costs', 'russias', 'war', 'hit', 'home']"
state promote marriage,,https://www.economist.com/finance-and-economics/2023/09/28/why-the-state-should-not-promote-marriage,"Thu, 28 Sep 2023 09:36:03 +0000",finance,state promote marriage ,"['state', 'promote', 'marriage']","['state', 'promote', 'marriage']"
fear spreading financial markets,,https://www.economist.com/finance-and-economics/2023/09/27/why-fear-is-spreading-in-financial-markets,"Wed, 27 Sep 2023 18:54:15 +0000",finance,fear spreading financial markets ,"['fear', 'spreading', 'financial', 'markets']","['fear', 'spreading', 'financial', 'markets']"
city encapsulates chinas economic stagnation,,https://www.economist.com/finance-and-economics/2023/09/25/why-china-may-struggle-to-escape-stagnation,"Mon, 25 Sep 2023 17:49:26 +0000",finance,city encapsulates chinas economic stagnation ,"['city', 'encapsulates', 'chinas', 'economic', 'stagnation']","['city', 'encapsulates', 'chinas', 'economic', 'stagnation']"
chinas fear floating exceed fear deflation,,https://www.economist.com/finance-and-economics/2023/09/21/does-chinas-fear-of-floating-exceed-its-fear-of-deflation,"Thu, 21 Sep 2023 10:09:52 +0000",finance,chinas fear floating exceed fear deflation ,"['chinas', 'fear', 'floating', 'exceed', 'fear', 'deflation']","['chinas', 'fear', 'floating', 'exceed', 'fear', 'deflation']"
renewable energy hidden costs,,https://www.economist.com/finance-and-economics/2023/09/21/renewable-energy-has-hidden-costs,"Thu, 21 Sep 2023 10:06:10 +0000",finance,renewable energy hidden costs ,"['renewable', 'energy', 'hidden', 'costs']","['renewable', 'energy', 'hidden', 'costs']"
uranium prices soaring,,https://www.economist.com/finance-and-economics/2023/09/21/why-uranium-prices-are-soaring,"Thu, 21 Sep 2023 09:57:24 +0000",finance,uranium prices soaring ,"['uranium', 'prices', 'soaring']","['uranium', 'prices', 'soaring']"
avoid common investment mistake,,https://www.economist.com/finance-and-economics/2023/09/21/how-to-avoid-a-common-investment-mistake,"Thu, 21 Sep 2023 09:54:53 +0000",finance,avoid common investment mistake ,"['avoid', 'common', 'investment', 'mistake']","['avoid', 'common', 'investment', 'mistake']"
